 UNIVERSIDAD POLITÉCNICA DE PACHUCA
Página :    1
UPP040316H43ACHUCA CD. SAHAGUN
               LGO
 Balanza de comprobación al 31/Diciembre/13
 Cuenta inicial : 1-0-0-0-000-000-000000
 Cuenta final   : 6-3-3-0-000-000-000000
 Tipo de moneda :
 Todas

 Núm. cuenta               Descripción                        Saldo anterior          Debe             Haber          Saldo actual
 1-1-1-2-001-016-000000              CTA 0167350759 PROGRA        612,736.85          519,514.30        555,091.84        577,159.31                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 1-1-1-2-001-017-000000              CTA.0169885552 FONCIC          2,625.81                0.00              0.00          2,625.81                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 1-1-1-2-001-018-000000              CTA.0174428684 ARTURO          1,273.83                0.00              0.00          1,273.83                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 1-1-1-2-001-021-000000              CTA. 0180737488 INNOV         20,140.39               57.03              0.00         20,197.42                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 1-1-1-2-001-022-000000              CTA.0176157726 FOMIX          66,276.36                0.00              0.00         66,276.36                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 1-1-1-2-001-023-000000              CTA.0176159885 CIENCI         52,756.81                0.00              0.00         52,756.81                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 1-1-1-2-002-000-000000            BANAMEX                         35,053.10                0.00         30,251.64          4,801.46                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 1-1-1-2-002-001-000000              CTA PUENTE 0827811103         35,053.10                0.00         30,251.64          4,801.46                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 1-1-1-2-004-000-000000            BANORTE                     47,733,221.42       28,908,605.19     51,457,118.70     25,184,707.91                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 1-1-1-2-004-001-000000              CTA.0654922554 ING. P      2,155,910.45        6,097,260.35      6,376,872.43      1,876,298.37                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 1-1-1-2-004-002-000000              CTA. 0654922563 SUB F     15,358,380.03        2,803,270.27     15,000,000.00      3,161,650.30                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 1-1-1-2-004-003-000000              CTA.0654922572 SUB ES              0.00        1,000,000.00      1,000,000.00              0.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 1-1-1-2-004-004-000000              CTA. 0654922590 FAM 2         12,865.35                2.17              0.00         12,867.52                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 1-1-1-2-004-006-000000              CTA. 0654922581 GTOS         817,514.73       17,033,754.74     16,353,374.90      1,497,894.57                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 1-1-1-2-004-007-000000              CTA.0663304228 FONDO       5,017,988.20                0.00      1,029,999.99      3,987,988.21                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 1-1-1-2-004-008-000000              CTA.0663304264 FAM 20        369,771.87            1,146.39          7,604.96        363,313.30                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 1-1-1-2-004-009-000000              CTA.0663304255 MADRES        145,211.29               46.84         26,083.52        119,174.61                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 1-1-1-2-004-012-000000              CTA.0683345667 RECUR       4,034,524.34            7,762.07      4,000,000.00         42,286.41                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 1-1-1-2-004-018-000000              CTA-0804977872 PROMEP      1,069,809.44           30,310.96        743,931.80        356,188.60                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 1-1-1-2-004-020-000000              CTA-0818691746 AMPLIA        253,300.98                0.00              0.00        253,300.98                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 1-1-1-2-004-023-000000              CTA-08312131824 APLIC        112,965.39               38.37              0.00        113,003.76                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 1-1-1-2-004-024-000000              CTA-0844853440 MARICE         90,500.00                0.00              0.00         90,500.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 1-1-1-2-004-029-000000              CTA-0844547356 PADES          55,754.26                3.18         52,500.00          3,257.44                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 1-1-1-2-004-030-000000              CTA-0847452415 PERSON      2,418,265.71              944.00         56,840.00      2,362,369.71                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 1-1-1-2-004-033-000000              CTA-0844546612 PIFI 2             59.06                0.00             59.06              0.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 1-1-1-2-004-034-000000              CTA-0853320551 DESARR          8,588.66                0.00              0.00          8,588.66                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 1-1-1-2-004-035-000000              CTA-0864447409 ABEL 1        659,421.02                0.00              0.00        659,421.02                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 1-1-1-2-004-036-000000              CTA-0864439468 ANDUCH              1.00                0.00              0.00              1.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 1-1-1-2-004-037-000000              CTA-0864443595 YURIDI        584,917.14                0.00        340,447.81        244,469.33                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 1-1-1-2-004-038-000000              CTA-0864445638 AINHOA        524,755.55                0.00              0.00        524,755.55                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 1-1-1-2-004-040-000000              CTA-0864542331 MARCO       1,851,571.00                0.00              0.00      1,851,571.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
